"Markettype","Trdwnt","Cwretmdos"
"117","2001-03","-0.019392"
"127","2001-03","-0.019321"
"33","2001-03","-0.019765"
"20","2001-03","-0.018971"
"5","2001-06","-0.055116"
"10","2001-06","-0.074202"
"15","2001-06","-0.055764"
"21","2001-06","-0.055116"
"31","2001-06","-0.055764"
"37","2001-06","-0.055116"
"47","2001-06","-0.055764"
"53","2001-06","-0.055116"
"63","2001-06","-0.055764"
"69","2001-06","-0.055116"
"79","2001-06","-0.055764"
"85","2001-06","-0.055116"
"95","2001-06","-0.055764"
"101","2001-06","-0.055116"
"111","2001-06","-0.055764"
"117","2001-06","-0.055116"
"127","2001-06","-0.055764"
"33","2001-06","-0.053438"
"20","2001-06","-0.057028"
"5","2001-07","-0.008218"
"10","2001-07","0.007269"
"15","2001-07","-0.007706"
"21","2001-07","-0.008218"
"31","2001-07","-0.007706"
"37","2001-07","-0.008218"
"47","2001-07","-0.007706"
"53","2001-07","-0.008218"
"63","2001-07","-0.007706"
"69","2001-07","-0.008218"
"79","2001-07","-0.007706"
"85","2001-07","-0.008218"
"95","2001-07","-0.007706"
"101","2001-07","-0.008218"
"111","2001-07","-0.007706"
"117","2001-07","-0.008218"
"127","2001-07","-0.007706"
"33","2001-07","-0.009075"
"20","2001-07","-0.007228"
"5","2001-08","-0.009437"
"10","2001-08","0.027986"
"15","2001-08","-0.008202"
"21","2001-08","-0.009437"
"31","2001-08","-0.008202"
"37","2001-08","-0.009437"
"47","2001-08","-0.008202"
"53","2001-08","-0.009437"
"63","2001-08","-0.008202"
"69","2001-08","-0.009437"
"79","2001-08","-0.008202"
"85","2001-08","-0.009437"
"95","2001-08","-0.008202"
"101","2001-08","-0.009437"
"111","2001-08","-0.008202"
"117","2001-08","-0.009437"
"127","2001-08","-0.008202"
"33","2001-08","-0.004529"
"20","2001-08","-0.015121"
"5","2001-09","0.027664"
"10","2001-09","0.322690"
"15","2001-09","0.037832"
"21","2001-09","0.027664"
"31","2001-09","0.037832"
"37","2001-09","0.027664"
"47","2001-09","0.037832"
"53","2001-09","0.027664"
"63","2001-09","0.037832"
"69","2001-09","0.027664"
"79","2001-09","0.037832"
"85","2001-09","0.027664"
"95","2001-09","0.037832"
"101","2001-09","0.027664"
"111","2001-09","0.037832"
"117","2001-09","0.027664"
"127","2001-09","0.037832"
"33","2001-09","0.025450"
"20","2001-09","0.030262"
"5","2001-10","0.014146"
"10","2001-10","0.222734"
"15","2001-10","0.023302"
"21","2001-10","0.014146"
"31","2001-10","0.023302"
"37","2001-10","0.014146"
"47","2001-10","0.023302"
"53","2001-10","0.014146"
"63","2001-10","0.023302"
"69","2001-10","0.014146"
"79","2001-10","0.023302"
"85","2001-10","0.014146"
"95","2001-10","0.023302"
"101","2001-10","0.014146"
"111","2001-10","0.023302"
"117","2001-10","0.014146"
"127","2001-10","0.023302"
"33","2001-10","0.013462"
"20","2001-10","0.014949"
"5","2001-11","0.004727"
"10","2001-11","0.104807"
"15","2001-11","0.009949"
"21","2001-11","0.004727"
"31","2001-11","0.009949"
"37","2001-11","0.004727"
"47","2001-11","0.009949"
"53","2001-11","0.004727"
"63","2001-11","0.009949"
"69","2001-11","0.004727"
"79","2001-11","0.009949"
"85","2001-11","0.004727"
"95","2001-11","0.009949"
"101","2001-11","0.004727"
"111","2001-11","0.009949"
"117","2001-11","0.004727"
"127","2001-11","0.009949"
"33","2001-11","0.004077"
"20","2001-11","0.005491"
"5","2001-12","0.012922"
"10","2001-12","0.126882"
"15","2001-12","0.019412"
"21","2001-12","0.012922"
"31","2001-12","0.019412"
"37","2001-12","0.012922"
"47","2001-12","0.019412"
"53","2001-12","0.012922"
"63","2001-12","0.019412"
"69","2001-12","0.012922"
"79","2001-12","0.019412"
"85","2001-12","0.012922"
"95","2001-12","0.019412"
"101","2001-12","0.012922"
"111","2001-12","0.019412"
"117","2001-12","0.012922"
"127","2001-12","0.019412"
"33","2001-12","0.015548"
"20","2001-12","0.009826"
"5","2001-13","0.028165"
"10","2001-13","0.082447"
"15","2001-13","0.031577"
"21","2001-13","0.028165"
"31","2001-13","0.031577"
"37","2001-13","0.028165"
"47","2001-13","0.031577"
"53","2001-13","0.028165"
"63","2001-13","0.031577"
"69","2001-13","0.028165"
"79","2001-13","0.031577"
"85","2001-13","0.028165"
"95","2001-13","0.031577"
"101","2001-13","0.028165"
"111","2001-13","0.031577"
"117","2001-13","0.028165"
"127","2001-13","0.031577"
"33","2001-13","0.027598"
"20","2001-13","0.028840"
"5","2001-14","-0.004501"
"10","2001-14","0.008148"
"15","2001-14","-0.003671"
"21","2001-14","-0.004501"
"31","2001-14","-0.003671"
"37","2001-14","-0.004501"
"47","2001-14","-0.003671"
"53","2001-14","-0.004501"
"63","2001-14","-0.003671"
"69","2001-14","-0.004501"
"79","2001-14","-0.003671"
"85","2001-14","-0.004501"
"95","2001-14","-0.003671"
"101","2001-14","-0.004501"
"111","2001-14","-0.003671"
"117","2001-14","-0.004501"
"127","2001-14","-0.003671"
"33","2001-14","-0.004109"
"20","2001-14","-0.004969"
"5","2001-15","0.016498"
"10","2001-15","0.057426"
"15","2001-15","0.019206"
"21","2001-15","0.016498"
"31","2001-15","0.019206"
"37","2001-15","0.016498"
"47","2001-15","0.019206"
"53","2001-15","0.016498"
"63","2001-15","0.019206"
"69","2001-15","0.016498"
"79","2001-15","0.019206"
"85","2001-15","0.016498"
"95","2001-15","0.019206"
"101","2001-15","0.016498"
"111","2001-15","0.019206"
"117","2001-15","0.016498"
"127","2001-15","0.019206"
"33","2001-15","0.017025"
"20","2001-15","0.015869"
"5","2001-16","-0.001471"
"10","2001-16","0.068029"
"15","2001-16","0.003285"
"21","2001-16","-0.001471"
"31","2001-16","0.003285"
"37","2001-16","-0.001471"
"47","2001-16","0.003285"
"53","2001-16","-0.001471"
"63","2001-16","0.003285"
"69","2001-16","-0.001471"
"79","2001-16","0.003285"
"85","2001-16","-0.001471"
"95","2001-16","0.003285"
"101","2001-16","-0.001471"
"111","2001-16","0.003285"
"117","2001-16","-0.001471"
"127","2001-16","0.003285"
"33","2001-16","0.001326"
"20","2001-16","-0.004825"
"5","2001-17","-0.017512"
"10","2001-17","-0.036283"
"15","2001-17","-0.018877"
"21","2001-17","-0.017512"
"31","2001-17","-0.018877"
"37","2001-17","-0.017512"
"47","2001-17","-0.018877"
"53","2001-17","-0.017512"
"63","2001-17","-0.018877"
"69","2001-17","-0.017512"
"79","2001-17","-0.018877"
"85","2001-17","-0.017512"
"95","2001-17","-0.018877"
"101","2001-17","-0.017512"
"111","2001-17","-0.018877"
"117","2001-17","-0.017512"
"127","2001-17","-0.018877"
"33","2001-17","-0.016435"
"20","2001-17","-0.018814"
"5","2001-18","0.001823"
"10","2001-18","0.027827"
"15","2001-18","0.003691"
"21","2001-18","0.001823"
"31","2001-18","0.003691"
"37","2001-18","0.001823"
"47","2001-18","0.003691"
"53","2001-18","0.001823"
"63","2001-18","0.003691"
"69","2001-18","0.001823"
"79","2001-18","0.003691"
"85","2001-18","0.001823"
"95","2001-18","0.003691"
"101","2001-18","0.001823"
"111","2001-18","0.003691"
"117","2001-18","0.001823"
"127","2001-18","0.003691"
"33","2001-18","0.002373"
"20","2001-18","0.001166"
"5","2001-19","0.014949"
"10","2001-19","0.068181"
"15","2001-19","0.018813"
"21","2001-19","0.014949"
"31","2001-19","0.018813"
"37","2001-19","0.014949"
"47","2001-19","0.018813"
"53","2001-19","0.014949"
"63","2001-19","0.018813"
"69","2001-19","0.014949"
"79","2001-19","0.018813"
"85","2001-19","0.014949"
"95","2001-19","0.018813"
"101","2001-19","0.014949"
"111","2001-19","0.018813"
"117","2001-19","0.014949"
"127","2001-19","0.018813"
"33","2001-19","0.016603"
"20","2001-19","0.012947"
"5","2001-20","0.018928"
"10","2001-20","0.041290"
"15","2001-20","0.020638"
"21","2001-20","0.018928"
"31","2001-20","0.020638"
"37","2001-20","0.018928"
"47","2001-20","0.020638"
"53","2001-20","0.018928"
"63","2001-20","0.020638"
"69","2001-20","0.018928"
"79","2001-20","0.020638"
"85","2001-20","0.018928"
"95","2001-20","0.020638"
"101","2001-20","0.018928"
"111","2001-20","0.020638"
"117","2001-20","0.018928"
"127","2001-20","0.020638"
"33","2001-20","0.021610"
"20","2001-20","0.015659"
"5","2001-21","-0.006611"
"10","2001-21","0.085853"
"15","2001-21","0.000589"
"21","2001-21","-0.006611"
"31","2001-21","0.000589"
"37","2001-21","-0.006611"
"47","2001-21","0.000589"
"53","2001-21","-0.006611"
"63","2001-21","0.000589"
"69","2001-21","-0.006611"
"79","2001-21","0.000589"
"85","2001-21","-0.006611"
"95","2001-21","0.000589"
"101","2001-21","-0.006611"
"111","2001-21","0.000589"
"117","2001-21","-0.006611"
"127","2001-21","0.000589"
"33","2001-21","-0.007237"
"20","2001-21","-0.005843"
"5","2001-22","0.009701"
"10","2001-22","-0.013081"
"15","2001-22","0.007782"
"21","2001-22","0.009701"
"31","2001-22","0.007782"
"37","2001-22","0.009701"
"47","2001-22","0.007782"
"53","2001-22","0.009701"
"63","2001-22","0.007782"
"69","2001-22","0.009701"
"79","2001-22","0.007782"
"85","2001-22","0.009701"
"95","2001-22","0.007782"
"101","2001-22","0.009701"
"111","2001-22","0.007782"
"117","2001-22","0.009701"
"127","2001-22","0.007782"
"33","2001-22","0.010142"
"20","2001-22","0.009157"
"5","2001-23","0.000973"
"10","2001-23","-0.048529"
"15","2001-23","-0.003078"
"21","2001-23","0.000973"
"31","2001-23","-0.003078"
"37","2001-23","0.000973"
"47","2001-23","-0.003078"
"53","2001-23","0.000973"
"63","2001-23","-0.003078"
"69","2001-23","0.000973"
"79","2001-23","-0.003078"
"85","2001-23","0.000973"
"95","2001-23","-0.003078"
"101","2001-23","0.000973"
"111","2001-23","-0.003078"
"117","2001-23","0.000973"
"127","2001-23","-0.003078"
"33","2001-23","0.002583"
"20","2001-23","-0.001032"
"5","2001-24","-0.001902"
"10","2001-24","-0.055333"
"15","2001-24","-0.006048"
"21","2001-24","-0.001902"
"31","2001-24","-0.006048"
"37","2001-24","-0.001902"
"47","2001-24","-0.006048"
"53","2001-24","-0.001902"
"63","2001-24","-0.006048"
"69","2001-24","-0.001902"
"79","2001-24","-0.006048"
"85","2001-24","-0.001902"
"95","2001-24","-0.006048"
"101","2001-24","-0.001902"
"111","2001-24","-0.006048"
"117","2001-24","-0.001902"
"127","2001-24","-0.006048"
"33","2001-24","-0.001703"
"20","2001-24","-0.002152"
"5","2001-25","-0.002851"
"10","2001-25","0.020082"
"15","2001-25","-0.001168"
"21","2001-25","-0.002851"
"31","2001-25","-0.001168"
"37","2001-25","-0.002851"
"47","2001-25","-0.001168"
"53","2001-25","-0.002851"
"63","2001-25","-0.001168"
"69","2001-25","-0.002851"
"79","2001-25","-0.001168"
"85","2001-25","-0.002851"
"95","2001-25","-0.001168"
"101","2001-25","-0.002851"
"111","2001-25","-0.001168"
"117","2001-25","-0.002851"
"127","2001-25","-0.001168"
"33","2001-25","-0.003743"
"20","2001-25","-0.001725"
"5","2001-26","0.004274"
"10","2001-26","0.029916"
"15","2001-26","0.006193"
"21","2001-26","0.004274"
"31","2001-26","0.006193"
"37","2001-26","0.004274"
"47","2001-26","0.006193"
"53","2001-26","0.004274"
"63","2001-26","0.006193"
"69","2001-26","0.004274"
"79","2001-26","0.006193"
"85","2001-26","0.004274"
"95","2001-26","0.006193"
"101","2001-26","0.004274"
"111","2001-26","0.006193"
"117","2001-26","0.004274"
"127","2001-26","0.006193"
"33","2001-26","0.004901"
"20","2001-26","0.003482"
"5","2001-27","-0.019412"
"10","2001-27","-0.063707"
"15","2001-27","-0.022797"
"21","2001-27","-0.019412"
"31","2001-27","-0.022797"
"37","2001-27","-0.019412"
"47","2001-27","-0.022797"
"53","2001-27","-0.019412"
"63","2001-27","-0.022797"
"69","2001-27","-0.019412"
"79","2001-27","-0.022797"
"85","2001-27","-0.019412"
"95","2001-27","-0.022797"
"101","2001-27","-0.019412"
"111","2001-27","-0.022797"
"117","2001-27","-0.019412"
"127","2001-27","-0.022797"
"33","2001-27","-0.020324"
"20","2001-27","-0.018257"
"5","2001-28","-0.003501"
"10","2001-28","0.015325"
"15","2001-28","-0.002132"
"21","2001-28","-0.003501"
"31","2001-28","-0.002132"
"37","2001-28","-0.003501"
"47","2001-28","-0.002132"
"53","2001-28","-0.003501"
"63","2001-28","-0.002132"
"69","2001-28","-0.003501"
"79","2001-28","-0.002132"
"85","2001-28","-0.003501"
"95","2001-28","-0.002132"
"101","2001-28","-0.003501"
"111","2001-28","-0.002132"
"117","2001-28","-0.003501"
"127","2001-28","-0.002132"
"33","2001-28","-0.004856"
"20","2001-28","-0.001783"
"5","2001-29","0.008239"
"10","2001-29","-0.065518"
"15","2001-29","0.002805"
"21","2001-29","0.008239"
"31","2001-29","0.002805"
"37","2001-29","0.008239"
"47","2001-29","0.002805"
"53","2001-29","0.008239"
"63","2001-29","0.002805"
"69","2001-29","0.008239"
"79","2001-29","0.002805"
"85","2001-29","0.008239"
"95","2001-29","0.002805"
"101","2001-29","0.008239"
"111","2001-29","0.002805"
"117","2001-29","0.008239"
"127","2001-29","0.002805"
"33","2001-29","0.009663"
"20","2001-29","0.006432"
"5","2001-30","-0.052194"
"10","2001-30","-0.065587"
"15","2001-30","-0.053111"
"21","2001-30","-0.052194"
"31","2001-30","-0.053111"
"37","2001-30","-0.052194"
"47","2001-30","-0.053111"
"53","2001-30","-0.052194"
"63","2001-30","-0.053111"
"69","2001-30","-0.052194"
"79","2001-30","-0.053111"
"85","2001-30","-0.052194"
"95","2001-30","-0.053111"
"101","2001-30","-0.052194"
"111","2001-30","-0.053111"
"117","2001-30","-0.052194"
"127","2001-30","-0.053111"
"33","2001-30","-0.051888"
"20","2001-30","-0.052583"
"5","2001-31","-0.052047"
"10","2001-31","-0.106151"
"15","2001-31","-0.055703"
"21","2001-31","-0.052047"
"31","2001-31","-0.055703"
"37","2001-31","-0.052047"
"47","2001-31","-0.055703"
"53","2001-31","-0.052047"
"63","2001-31","-0.055703"
"69","2001-31","-0.052047"
"79","2001-31","-0.055703"
"85","2001-31","-0.052047"
"95","2001-31","-0.055703"
"101","2001-31","-0.052047"
"111","2001-31","-0.055703"
"117","2001-31","-0.052047"
"127","2001-31","-0.055703"
"33","2001-31","-0.051731"
"20","2001-31","-0.052450"
"5","2001-32","0.001974"
"10","2001-32","0.052144"
"15","2001-32","0.005198"
"21","2001-32","0.001974"
"31","2001-32","0.005198"
"37","2001-32","0.001974"
"47","2001-32","0.005198"
"53","2001-32","0.001974"
"63","2001-32","0.005198"
"69","2001-32","0.001974"
"79","2001-32","0.005198"
"85","2001-32","0.001974"
"95","2001-32","0.005198"
"101","2001-32","0.001974"
"111","2001-32","0.005198"
"117","2001-32","0.001974"
"127","2001-32","0.005198"
"33","2001-32","0.002454"
"20","2001-32","0.001351"
"5","2001-33","-0.015938"
"10","2001-33","-0.058550"
"15","2001-33","-0.018784"
"21","2001-33","-0.015938"
"31","2001-33","-0.018784"
"37","2001-33","-0.015938"
"47","2001-33","-0.018784"
"53","2001-33","-0.015938"
"63","2001-33","-0.018784"
"69","2001-33","-0.015938"
"79","2001-33","-0.018784"
"85","2001-33","-0.015938"
"95","2001-33","-0.018784"
"101","2001-33","-0.015938"
"111","2001-33","-0.018784"
"117","2001-33","-0.015938"
"127","2001-33","-0.018784"
"33","2001-33","-0.015489"
"20","2001-33","-0.016528"
"5","2001-34","-0.013930"
"10","2001-34","0.071020"
"15","2001-34","-0.008474"
"21","2001-34","-0.013930"
"31","2001-34","-0.008474"
"37","2001-34","-0.013930"
"47","2001-34","-0.008474"
"53","2001-34","-0.013930"
"63","2001-34","-0.008474"
"69","2001-34","-0.013930"
"79","2001-34","-0.008474"
"85","2001-34","-0.013930"
"95","2001-34","-0.008474"
"101","2001-34","-0.013930"
"111","2001-34","-0.008474"
"117","2001-34","-0.013930"
"127","2001-34","-0.008474"
"33","2001-34","-0.016926"
"20","2001-34","-0.009990"
"5","2001-35","-0.027528"
"10","2001-35","-0.052150"
"15","2001-35","-0.029224"
"21","2001-35","-0.027528"
"31","2001-35","-0.029224"
"37","2001-35","-0.027528"
"47","2001-35","-0.029224"
"53","2001-35","-0.027528"
"63","2001-35","-0.029224"
"69","2001-35","-0.027528"
"79","2001-35","-0.029224"
"85","2001-35","-0.027528"
"95","2001-35","-0.029224"
"101","2001-35","-0.027528"
"111","2001-35","-0.029224"
"117","2001-35","-0.027528"
"127","2001-35","-0.029224"
"33","2001-35","-0.026590"
"20","2001-35","-0.028765"
"5","2001-36","-0.014761"
"10","2001-36","0.021511"
"15","2001-36","-0.012335"
"21","2001-36","-0.014761"
"31","2001-36","-0.012335"
"37","2001-36","-0.014761"
"47","2001-36","-0.012335"
"53","2001-36","-0.014761"
"63","2001-36","-0.012335"
"69","2001-36","-0.014761"
"79","2001-36","-0.012335"
"85","2001-36","-0.014761"
"95","2001-36","-0.012335"
"101","2001-36","-0.014761"
"111","2001-36","-0.012335"
"117","2001-36","-0.014761"
"127","2001-36","-0.012335"
"33","2001-36","-0.012424"
"20","2001-36","-0.017866"
"5","2001-37","-0.002065"
"10","2001-37","-0.070021"
"15","2001-37","-0.006735"
"21","2001-37","-0.002065"
"31","2001-37","-0.006735"
"37","2001-37","-0.002065"
"47","2001-37","-0.006735"
"53","2001-37","-0.002065"
"63","2001-37","-0.006735"
"69","2001-37","-0.002065"
"79","2001-37","-0.006735"
"85","2001-37","-0.002065"
"95","2001-37","-0.006735"
"101","2001-37","-0.002065"
"111","2001-37","-0.006735"
"117","2001-37","-0.002065"
"127","2001-37","-0.006735"
"33","2001-37","0.004073"
"20","2001-37","-0.010173"
"5","2001-38","-0.008658"
"10","2001-38","-0.066058"
"15","2001-38","-0.012351"
"21","2001-38","-0.008658"
"31","2001-38","-0.012351"
"37","2001-38","-0.008658"
"47","2001-38","-0.012351"
"53","2001-38","-0.008658"
"63","2001-38","-0.012351"
"69","2001-38","-0.008658"
"79","2001-38","-0.012351"
"85","2001-38","-0.008658"
"95","2001-38","-0.012351"
"101","2001-38","-0.008658"
"111","2001-38","-0.012351"
"117","2001-38","-0.008658"
"127","2001-38","-0.012351"
"33","2001-38","-0.005172"
"20","2001-38","-0.013346"
"5","2001-39","-0.027399"
"10","2001-39","0.040401"
"15","2001-39","-0.023199"
"21","2001-39","-0.027399"
"31","2001-39","-0.023199"
"37","2001-39","-0.027399"
"47","2001-39","-0.023199"
"53","2001-39","-0.027399"
"63","2001-39","-0.023199"
"69","2001-39","-0.027399"
"79","2001-39","-0.023199"
"85","2001-39","-0.027399"
"95","2001-39","-0.023199"
"101","2001-39","-0.027399"
"111","2001-39","-0.023199"
"117","2001-39","-0.027399"
"127","2001-39","-0.023199"
"33","2001-39","-0.026868"
"20","2001-39","-0.028116"
"5","2001-41","-0.047444"
"10","2001-41","0.029915"
"15","2001-41","-0.042326"
"21","2001-41","-0.047444"
"31","2001-41","-0.042326"
"37","2001-41","-0.047444"
"47","2001-41","-0.042326"
"53","2001-41","-0.047444"
"63","2001-41","-0.042326"
"69","2001-41","-0.047444"
"79","2001-41","-0.042326"
"85","2001-41","-0.047444"
"95","2001-41","-0.042326"
"101","2001-41","-0.047444"
"111","2001-41","-0.042326"
